Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,TotalSF,SalePrice
740,60,RL,65.0,9313,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1728,2,1,3,1,Gd,7,0,NoFP,Attchd,RFn,2.0,TA,Y,4,2009,WD,Normal,2592.0,190000
741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,Ex,Y,SBrkr,1432,2,0,2,1,TA,7,0,NoFP,Detchd,Unf,2.0,TA,Y,5,2007,WD,Abnorml,1696.0,132000
742,20,RL,65.0,6768,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,Gd,Y,SBrkr,912,1,0,3,1,Gd,5,0,NoFP,Detchd,Unf,1.0,TA,Y,5,2008,WD,Normal,1824.0,142000
743,20,RL,65.0,8450,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1349,2,0,3,1,TA,6,0,NoFP,Attchd,Unf,2.0,TA,Y,12,2007,WD,Normal,2698.0,179000
744,80,RL,70.0,12886,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,Ex,Y,SBrkr,1464,2,0,3,1,TA,6,1,TA,Attchd,RFn,2.0,TA,Y,10,2009,WD,Normal,1984.0,175000
745,120,RL,41.0,5395,Pave,NOACCESS,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,1337,2,0,2,1,Gd,5,1,TA,Attchd,RFn,2.0,TA,Y,10,2008,WD,Normal,2674.0,180000
746,60,RL,69.30579531442663,8963,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,Ex,Y,SBrkr,2715,3,1,4,1,Gd,11,2,TA,BuiltIn,Fin,2.0,TA,Y,7,2008,WD,Normal,3857.0,299800
747,60,RL,69.30579531442663,8795,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,2256,2,1,4,1,Gd,8,1,TA,BuiltIn,Fin,2.0,TA,Y,4,2009,WD,Normal,3208.0,236000
748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,None,Gd,TA,Stone,TA,Fa,No,Unf,Unf,TA,N,SBrkr,2640,1,1,4,1,Gd,8,1,Gd,Detchd,Unf,4.0,TA,N,5,2009,WD,Normal,3880.0,265979
749,20,RL,59.0,10593,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1720,2,0,3,1,Gd,7,1,TA,Attchd,Fin,2.0,TA,Y,3,2010,WD,Normal,3440.0,260400
750,50,RL,50.0,8405,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,None,TA,TA,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,TA,N,FuseF,1529,2,0,4,1,TA,9,0,NoFP,Detchd,Unf,1.0,TA,N,4,2009,WD,Normal,1529.0,98000
751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,Gd,Y,SBrkr,1140,1,0,3,1,TA,7,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,6,2010,WD,Normal,1716.0,96500
752,60,RL,69.30579531442663,7750,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1320,2,1,3,1,Gd,6,0,NoFP,Attchd,Fin,2.0,TA,Y,8,2007,WD,Normal,1980.0,162000
753,20,RL,79.0,9236,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,1494,2,0,3,1,Gd,6,0,NoFP,Attchd,RFn,2.0,TA,Y,7,2006,WD,Normal,2973.0,217000
754,60,RL,80.0,10240,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,Gd,Y,SBrkr,2098,2,1,3,1,Ex,8,1,Gd,Attchd,RFn,3.0,TA,Y,3,2006,WD,Normal,3128.0,275500
755,20,RL,61.0,7930,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,Gd,Y,SBrkr,1026,1,0,3,1,Gd,5,0,NoFP,Detchd,RFn,2.0,TA,Y,7,2009,WD,Normal,2052.0,156000
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,1471,2,1,3,1,TA,6,0,NoFP,Detchd,Unf,2.0,TA,Y,3,2009,WD,Normal,2200.0,172500
757,60,RL,68.0,10769,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1768,2,1,3,1,Gd,7,0,NoFP,Attchd,RFn,2.0,TA,Y,4,2009,WD,Normal,2634.0,212000
758,60,RL,69.30579531442663,11616,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,TA,Y,SBrkr,1386,2,1,3,1,TA,6,1,TA,Attchd,Fin,2.0,TA,Y,4,2010,WD,Abnorml,2058.0,158900
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,Gd,Y,SBrkr,1501,2,1,3,1,TA,6,0,NoFP,Detchd,Unf,2.0,TA,Y,8,2008,WD,Normal,2245.0,179400
760,60,RL,65.0,12257,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,Ex,Y,SBrkr,2531,2,1,4,1,Gd,9,1,TA,Attchd,RFn,3.0,TA,Y,11,2007,WD,Normal,3849.0,290000
761,20,RL,70.0,9100,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,864,1,0,2,1,TA,5,0,NoFP,Detchd,Unf,1.0,Ex,Y,10,2009,WD,Normal,1728.0,127500
762,30,RM,60.0,6911,Pave,NOACCESS,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,TA,Y,SBrkr,1301,1,0,2,1,Fa,5,0,NoFP,Detchd,Unf,2.0,TA,Y,10,2009,WD,Normal,2446.0,100000
763,60,FV,72.0,8640,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,1547,2,1,3,1,Gd,7,0,NoFP,Attchd,Unf,2.0,TA,Y,6,2010,Con,Normal,2303.0,215200
764,60,RL,82.0,9430,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,2365,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,3.0,TA,Y,7,2009,WD,Normal,3617.0,337000
765,120,RL,30.0,9549,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,Ex,Y,SBrkr,1494,1,1,2,1,Ex,6,1,Gd,Attchd,Fin,2.0,TA,Y,4,2006,WD,Normal,2988.0,270000
766,20,RL,75.0,14587,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1506,2,0,2,1,Ex,6,1,Gd,Attchd,Fin,2.0,TA,Y,8,2008,New,Partial,3004.0,264132
767,60,RL,80.0,10421,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,1714,2,1,3,1,TA,7,1,TA,Attchd,Unf,2.0,TA,Y,3,2010,WD,Normal,2694.0,196500
768,50,RL,75.0,12508,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,Ex,Y,SBrkr,1750,2,0,4,1,TA,7,0,NoFP,Attchd,Unf,1.0,TA,Y,7,2008,WD,Normal,2733.0,160000
769,20,RL,70.0,9100,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1836,2,0,3,1,Gd,8,1,Gd,Attchd,Fin,2.0,TA,Y,10,2006,WD,Normal,3696.0,216837
770,60,RL,47.0,53504,Pave,NOACCESS,IR2,HLS,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,BrkFace,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,Ex,Y,SBrkr,3279,3,1,4,1,Ex,12,1,Gd,BuiltIn,Fin,3.0,TA,Y,6,2010,WD,Normal,4929.0,538000
771,85,RL,69.30579531442663,7252,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,858,1,0,2,1,TA,5,0,NoFP,Detchd,Unf,2.0,TA,Y,4,2009,WD,Normal,1716.0,134900
772,20,RL,67.0,8877,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,TA,Y,FuseF,1220,1,0,2,1,TA,6,0,NoFP,Detchd,Unf,2.0,TA,Y,4,2006,COD,Normal,2056.0,102000
773,80,RL,94.0,7819,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,TA,Y,SBrkr,1117,1,0,3,1,TA,6,1,TA,Detchd,Unf,2.0,TA,Y,3,2010,WD,Abnorml,2146.0,107000
774,20,RL,70.0,10150,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,FuseA,912,1,0,2,1,TA,5,0,NoFP,Attchd,RFn,1.0,TA,Y,7,2007,COD,Normal,1824.0,114500
775,20,RL,110.0,14226,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Gd,Y,SBrkr,1973,2,0,3,1,Gd,9,1,Gd,Attchd,Fin,3.0,TA,Y,7,2007,New,Partial,3908.0,395000
776,120,RM,32.0,4500,Pave,NOACCESS,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,1204,2,0,2,1,TA,5,0,NoFP,Attchd,Fin,2.0,TA,Y,6,2009,WD,Normal,2408.0,162000
777,20,RL,86.0,11210,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1614,2,0,3,1,Gd,7,0,NoFP,Attchd,RFn,3.0,TA,Y,7,2006,New,Partial,3228.0,221500
778,20,RL,100.0,13350,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,894,1,0,3,1,TA,5,1,Fa,Attchd,Unf,2.0,TA,Y,6,2006,WD,Normal,1758.0,142500
779,90,RH,60.0,8400,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,TA,TA,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,TA,Y,SBrkr,2020,2,0,4,2,TA,10,2,TA,Detchd,Unf,2.0,TA,Y,10,2007,WD,Normal,2020.0,144000
780,90,RL,78.0,10530,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,1004,1,0,2,1,TA,4,0,NoFP,Attchd,Unf,2.0,TA,Y,5,2006,WD,Normal,1979.0,135000
781,20,RL,63.0,7875,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,Unf,Gd,Y,SBrkr,1253,2,0,3,1,TA,6,1,TA,Attchd,Fin,2.0,TA,Y,6,2007,WD,Normal,2490.0,176000
782,60,RL,65.0,7153,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,1603,2,1,3,1,Gd,7,0,NoFP,Attchd,RFn,2.0,TA,Y,7,2006,WD,Normal,2364.0,175900
783,20,RL,67.0,16285,Pave,NOACCESS,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1430,2,0,3,1,Gd,6,0,NoFP,Attchd,RFn,2.0,TA,Y,6,2009,WD,Normal,2843.0,187100
784,85,RL,69.30579531442663,9101,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1110,1,0,1,1,Gd,4,1,TA,Attchd,Fin,2.0,TA,Y,7,2009,WD,Normal,2207.0,165500
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,1484,2,0,3,1,TA,9,1,Gd,NoGRG,NoGRG,0.0,NoGRG,Y,6,2008,WD,Normal,2226.0,128000
786,20,RL,69.30579531442663,9790,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,1342,2,0,3,1,TA,7,1,Gd,Attchd,Unf,2.0,TA,Y,9,2009,WD,Normal,2714.0,161500
787,50,RM,60.0,10800,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,TA,Y,SBrkr,1652,2,0,4,1,TA,7,0,NoFP,Detchd,Unf,1.0,TA,Y,6,2010,WD,Normal,2338.0,139000
788,60,RL,76.0,10142,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,2084,2,1,4,1,Gd,8,0,NoFP,BuiltIn,RFn,2.0,TA,Y,1,2010,WD,Normal,3040.0,233000
789,20,RM,50.0,6000,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,901,1,0,2,1,TA,4,0,NoFP,Detchd,Unf,1.0,Fa,Y,8,2008,WD,Normal,1802.0,107900
790,60,RL,69.30579531442663,12205,Pave,NOACCESS,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,Gd,Y,SBrkr,2087,2,1,5,1,Gd,9,0,NoFP,Attchd,Fin,2.0,TA,Y,7,2007,WD,Normal,2919.0,187500
791,120,RL,43.0,3182,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1145,2,0,2,1,Gd,5,1,Gd,Attchd,Fin,2.0,TA,Y,9,2009,WD,Normal,2290.0,160200
792,80,RL,69.30579531442663,11333,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,TA,Y,SBrkr,1062,1,0,3,1,TA,5,2,TA,Attchd,RFn,2.0,TA,Y,5,2007,WD,Normal,2091.0,146800
793,60,RL,92.0,9920,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,2013,2,1,3,1,TA,8,1,TA,Attchd,Unf,2.0,TA,Y,6,2007,WD,Normal,3130.0,269790
794,20,RL,76.0,9158,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,1496,2,0,3,1,Gd,7,0,NoFP,Attchd,Fin,2.0,TA,Y,6,2007,New,Partial,2992.0,225000
795,60,RL,69.30579531442663,10832,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1895,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2.0,TA,Y,10,2008,WD,Normal,2607.0,194500
796,60,RL,70.0,8400,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,1564,2,1,3,1,TA,7,1,TA,Attchd,Unf,2.0,TA,Y,4,2010,WD,Normal,2214.0,171000
797,20,RL,71.0,8197,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,1285,1,1,3,1,TA,7,1,TA,Attchd,RFn,2.0,TA,Y,4,2007,WD,Normal,1945.0,143500
798,20,RL,57.0,7677,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,773,1,0,2,1,TA,4,0,NoFP,Attchd,Unf,1.0,TA,Y,4,2008,WD,Abnorml,1546.0,110000
799,60,RL,104.0,13518,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,3140,3,1,4,1,Ex,11,2,Gd,BuiltIn,Fin,3.0,TA,Y,7,2009,New,Partial,5066.0,485000
800,50,RL,60.0,7200,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,1768,1,1,3,1,Gd,7,2,TA,Detchd,Unf,1.0,TA,Y,6,2007,WD,Normal,2499.0,175000
801,60,RL,79.0,12798,Pave,NOACCESS,IR1,HLS,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,1688,2,1,4,1,Gd,8,0,NoFP,Attchd,RFn,2.0,TA,Y,5,2008,WD,Normal,2304.0,200000
802,30,RM,40.0,4800,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Ex,Y,FuseA,1196,1,0,2,1,TA,5,0,NoFP,Detchd,Unf,2.0,TA,Y,7,2007,WD,Normal,2392.0,109900
803,60,RL,63.0,8199,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1456,2,1,3,1,Gd,7,1,Gd,Attchd,Fin,2.0,TA,Y,10,2008,WD,Normal,2184.0,189000
804,60,RL,107.0,13891,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,2822,3,1,4,1,Ex,12,1,Gd,BuiltIn,RFn,3.0,TA,Y,1,2009,New,Partial,4556.0,582933
805,20,RL,75.0,9000,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,1128,1,0,2,1,TA,5,0,NoFP,Attchd,Unf,1.0,TA,Y,6,2006,WD,Family,2064.0,118000
806,20,RL,91.0,12274,Pave,NOACCESS,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1428,2,0,3,1,Ex,6,0,NoFP,Attchd,RFn,2.0,TA,Y,7,2008,New,Partial,2845.0,227680
